Bigram,Count
as-all,12
as-always,40
as-an,7
as-annoying,2
as-another,40
as-any,21
as-anything,40
as-apparently,40
as-appliances,40
as-bad,12
as-basic,40
as-before,12
as-being,15
as-big,15
as-bright,2
as-butter,40
as-buttons,40
as-cheap,40
as-close,40
as-cold,15
as-compared,2
as-compatible,40
as-complicated,40
as-confused,40
as-controls,40
as-cooking,40
as-copious,40
as-corn,40
as-could,40
as-counter,40
as-crap,40
as-crisp,2
as-cutting,40
as-dangerous,40
as-dark,2
as-defective,40
as-defrost,40
as-described,40
as-designed,40
as-desired,40
as-difficult,2
as-directed,21
as-documented,40
as-does,40
as-door,40
as-doors,40
as-easily,40
as-easy,40
as-effective,40
as-engage,40
as-even,40
as-evenly,40
as-every,40
as-everybody,40
as-everyone,40
as-everything,40
as-expected,12
as-far,2
as-fast,32
as-feet,2
as-few,40
as-first,40
as-five,40
as-for,32
as-general,40
as-gift,40
as-good,13
as-great,40
as-guaranteed,40
as-had,40
as-happy,40
as-hard,40
as-has,40
as-having,15
as-he,40
as-heating,2
as-heck,40
as-hell,40
as-high,2
as-higher,40
as-hot,40
as-how,15
as-humans,40
as-i,5
as-if,31
as-in,5
as-inside,40
as-instructed,40
as-intended,40
as-intuitive,40
as-is,12
as-it,2
as-its,15
as-jarring,40
as-kitchen,40
as-l,40
as-large,2
as-larger,40
as-lave,40
as-less,40
as-like,40
as-linking,40
as-listed,2
as-little,2
as-long,3
as-loud,2
as-manual,40
as-manufacturer,40
as-many,12
as-me,40
as-measured,40
as-mentioned,7
as-microwave,19
as-microwaves,12
as-microwaving,40
as-minor,40
as-mismatched,40
as-most,40
as-much,3
as-multiple,40
as-my,16
as-needed,40
as-new,2
as-no,15
as-not,40
as-nothing,40
as-of,8
as-often,2
as-on,40
as-one,40
as-open,40
as-opposed,28
as-other,2
as-others,19
as-our,29
as-oven,40
as-packaging,40
as-part,15
as-pdf,40
as-people,2
as-perfect,40
as-pie,40
as-possible,19
as-posted,40
as-pot,40
as-potatoes,40
as-power,2
as-powerful,7
as-presets,40
as-promised,23
as-provided,40
as-quickly,19
as-quiet,40
as-reached,40
as-reasonably,40
as-recipe,40
as-recommended,40
as-regular,40
as-reheat,40
as-remote,40
as-resistant,40
as-seasoned,40
as-seen,40
as-send,40
as-she,40
as-shown,28
as-simple,2
as-small,2
as-so,40
as-soggy,40
as-solid,40
as-some,16
as-somehow,40
as-someone,40
as-something,40
as-soon,24
as-sort,40
as-space,40
as-spare,40
as-started,40
as-stated,2
as-strong,40
as-sturdy,40
as-tall,2
as-technology,40
as-that,19
as-the,7
as-their,40
as-there,4
as-they,6
as-things,40
as-this,9
as-tho,40
as-thoroughly,40
as-though,40
as-thoughtful,40
as-time,2
as-to,5
as-turned,40
as-undeliverable,40
as-user,40
as-using,40
as-uso,40
as-usual,7
as-vapor,40
as-warranty,40
as-was,40
as-we,3
as-well,8
as-were,40
as-when,19
as-where,40
as-wide,40
as-will,40
as-with,2
as-written,40
as-yet,40
as-you,8
as-your,40
as-zap,40
asethetically-nice,40
aside-from,16
aside-in,40
aside-sloppy,40
aside-this,40
asinine-greedy,40
ask-a,40
ask-about,40
ask-alexa,12
ask-another,40
ask-for,10
ask-from,40
ask-it,40
ask-me,40
ask-nowadays,40
ask-questions,40
ask-that,40
ask-the,40
ask-them,40
ask-to,40
ask-why,2
asked-for,19
asked-friends,40
asked-he,40
asked-if,12
asked-me,40
asked-my,40
asked-them,15
asked-to,25
asked-what,40
asked-where,40
asking-about,40
asking-for,40
asking-if,40
asking-is,40
asking-me,40
asking-the,40
asking-why,40
asks-that,40
asleep-and,40
asneeded-to,40
aspect-of,23
aspecto-bonito,40
aspects-to,40
ass-numbers,40
assaulted-by,40
assembled-this,40
assemblies-installed,40
assembly-is,40
assembly-multiple,40
assembly-was,2
asset-to,40
assign-blame,40
assigned-me,40
assigned-yet,40
assist-me,40
assistance-in,40
assistance-to,40
assistant-enabled,40
assisted-living,40
assisted-me,40
assists-someone,40
associate-was,40
associated-apps,40
associated-trim,40
associated-with,40
assume-anyone,40
assume-it,40
assume-some,40
assume-that,15
assume-the,40
assume-they,40
assume-this,40
assume-you,40
assumed-it,40
assumed-that,40
assumed-the,40
assumed-this,40
assuming-is,40
assuming-it,40
assuming-motor,40
assuming-this,2
assuming-you,40
assumption-is,40
assumption-that,40
assure-me,40
assure-you,40
assured-me,40
assured-the,40
assured-this,40
assuredly-say,40
assuring-me,40
assuring-they,40
aster-yet,40
astickler-like,40
asurion-sooo,40
at-a,5
at-about,10
at-age,2
at-airfrying,40
at-all,20
at-an,19
at-any,15
at-around,21
at-best,34
at-but,12
at-buying,40
at-certain,40
at-college,40
at-consumer,40
at-controlling,40
at-cooking,40
at-customer,40
at-customers,40
at-dark,40
at-different,40
at-door,40
at-during,40
at-each,40
at-either,40
at-end,40
at-evenly,40
at-every,40
at-everything,40
at-eye,40
at-factory,40
at-fault,40
at-first,8
at-five,2
at-for,40
at-friends,40
at-front,40
at-full,14
at-half,19
at-having,40
at-heat,40
at-heating,2
at-her,40
at-high,40
at-highest,40
at-home,2
at-how,2
at-i,40
at-idle,40
at-is,40
at-issue,40
at-it,26
at-its,2
at-just,40
at-last,40
at-least,2
at-leastjust,40
at-less,40
at-level,2
at-lots,40
at-low,40
at-lower,40
at-lunch,40
at-max,40
at-minimum,40
at-more,40
at-most,40
at-my,13
at-night,27
at-nine,40
at-no,40
at-once,2
at-one,16
at-only,2
at-other,40
at-our,19
at-packing,40
at-panasonic,40
at-popping,40
at-power,7
at-pretty,40
at-random,40
at-recommended,40
at-regular,40
at-reheating,40
at-roughly,40
at-several,2
at-size,40
at-so,40
at-some,7
at-something,40
at-somewhere,40
at-such,2
at-that,7
at-thawing,40
at-the,4
at-their,21
at-them,40
at-thigh,40
at-this,11
at-three,40
at-times,8
at-top,40
at-two,40
at-unboxing,40
at-us,40
at-using,40
at-value,40
at-various,40
at-very,40
at-warming,40
at-wattage,40
at-website,40
at-were,40
at-what,2
at-whatever,40
at-when,40
at-which,2
at-with,40
at-work,12
at-would,40
at-you,23
at-your,19
atari-started,40
ate-my,40
ate-them,40
atfarberware-for,40
atomic-starbursts,40
atop-a,40
atop-the,40
attach-and,40
attach-it,40
attach-the,40
attach-turntable,40
attached-a,40
attached-at,2
attached-firmly,40
attached-photograph,40
attached-pics,40
attached-so,40
attached-to,19
attached-two,40
attaches-to,40
attachment-for,40
attempt-a,40
attempt-it,40
attempt-notice,40
attempt-resulted,40
attempt-to,23
attempted-this,40
attempted-to,21
attempting-to,40
attempts-and,2
attempts-at,40
attempts-to,40
attend-to,40
attention-lol,40
attention-should,40
attention-to,15
attentive-to,40
attest-that,40
attract-much,40
attracted-to,40
attractive-and,28
attractive-but,40
attractive-countertop,40
attractive-enough,40
attractive-feature,40
attractive-from,40
attractive-little,40
attractive-micro,40
attractive-microwave,40
attractive-package,40
attractive-products,40
attractive-small,40
attractive-unit,12
attractive-with,40
attributed-the,40
audible-buzzing,40
audible-from,40
audible-when,40
audio-and,40
audio-beep,40
audio-compression,40
audio-feedback,40
august-and,25
aunque-el,40
aunt-take,40
aup-to,40
author-never,40
authority-to,40
authorized-dealer,40
authorized-repair,40
authorized-return,40
authorized-service,40
autistic-son,40
auto-bake,40
auto-button,40
auto-cook,28
auto-cooks,40
auto-defrost,12
auto-functions,40
auto-generated,40
auto-locate,40
auto-menu,40
auto-menus,2
auto-receipt,40
auto-recipes,40
auto-reheat,2
auto-resets,40
auto-roast,40
auto-runs,40
auto-sensor,40
auto-setting,40
auto-settings,19
auto-start,40
auto-started,40
auto-starts,40
auto-update,40
autobake-feature,40
autocooks-for,40
automated-and,40
automated-email,40
automated-message,40
automated-reminders,40
automated-reply,40
automated-response,40
automated-service,40
automated-system,40
automated-tasks,40
automated-voice,40
automatic-and,40
automatic-beeps,40
automatic-cooking,2
automatic-defrosting,40
automatic-fail,40
automatic-pause,40
automatic-reheat,40
automatic-reply,40
automatic-return,40
automatic-setting,40
automatic-shut,40
automatic-turn,40
automatically-add,40
automatically-adds,40
automatically-adjusting,40
automatically-adjusts,40
automatically-assuming,40
automatically-calculate,40
automatically-calculates,40
automatically-drops,40
automatically-enhances,40
automatically-goes,40
automatically-knows,40
automatically-revert,40
automatically-set,40
automatically-shuts,40
automatically-start,40
automatically-starts,40
automatically-switch,40
automatically-update,40
automatically-warm,40
automatically-when,2
automatically-without,40
auxiliary-in,40
avail-so,40
availability-to,40
available-and,15
available-are,40
available-as,40
available-color,40
available-for,21
available-from,40
available-here,15
available-in,40
available-modes,40
available-on,2
available-options,40
available-space,40
available-through,40
available-til,40
available-to,21
available-was,40
available-when,40
avalble-as,40
average-and,2
average-bear,40
average-but,40
average-consumer,40
average-countertop,40
average-for,40
average-heating,40
average-intelligence,40
average-life,40
average-microwave,40
average-microwaves,40
average-or,40
average-size,40
average-sized,40
average-usage,40
average-use,40
avid-home,40
avid-shopper,40
avoid-any,40
avoid-boil,40
avoid-closing,40
avoid-dealing,40
avoid-filling,40
avoid-having,2
avoid-it,40
avoid-over,40
avoid-problems,40
avoid-pushing,40
avoid-rusting,40
avoid-shopping,40
avoid-stainless,40
avoid-that,40
avoid-the,40
avoid-them,40
avoid-this,40
avoid-turning,40
avoid-undercooking,40
avoid-using,40
avoid-waking,40
avoid-wasting,40
avoided-there,40
avoiding-any,40
avoiding-having,40
avoiding-their,40
await-a,40
awaiting-approval,40
awaiting-further,40
awakened-at,40
awards-for,40
aware-if,40
aware-it,2
aware-of,10
aware-that,31
aware-the,40
aware-they,40
aware-when,40
away-a,40
away-after,15
away-and,28
away-around,40
away-as,2
away-at,40
away-because,40
away-but,2
away-cooking,40
away-crap,40
away-daily,40
away-for,2
away-from,21
away-i,2
away-if,40
away-in,2
away-it,7
away-my,40
away-now,40
away-one,40
away-or,40
away-our,40
away-pretty,40
away-product,40
away-right,40
away-so,40
away-spills,40
away-that,2
away-the,7
away-they,40
away-this,40
away-to,21
away-when,40
away-which,40
away-while,40
away-with,2
awesome-air,40
awesome-and,2
awesome-feature,40
awesome-features,40
awesome-for,40
awesome-in,40
awesome-machine,40
awesome-microwave,40
awesome-on,40
awesome-product,40
awesome-this,40
awesome-until,40
awful-and,40
awful-even,40
awful-keyboard,40
awful-lot,40
awful-microwave,40
awful-noise,40
awful-or,40
awful-task,40
awhile-but,40
awhile-doing,40
awhile-now,2
awhile-to,2
awhile-we,40
awkward-location,40
awkward-placement,40
awkward-pushing,40
awkward-to,40
axis-and,40
b-on,40
babied-it,40
baby-and,40
baby-doll,40
baby-will,40
babysitting-the,40
babysitting-to,40
bachelor-days,40
back-a,40
back-about,15
back-across,40
back-after,10
back-again,40
back-against,40
back-an,40
back-and,15
back-are,40
back-as,2
back-at,2
back-because,12
back-before,2
back-behind,40
back-but,21
back-clearances,40
back-completely,40
back-corner,15
back-counter,40
back-cover,40
back-decades,40
back-depending,40
back-down,40
back-each,40
back-every,40
back-exactly,40
back-for,30
back-forward,40
back-from,33
back-ground,40
back-half,40
back-heats,40
back-here,2
back-i,32
back-if,7
back-immediately,40
back-in,24
back-inside,40
back-into,15
back-is,25
back-it,40
back-just,40
back-label,40
back-left,40
back-light,21
back-lighted,40
back-lighting,40
back-like,40
back-lit,40
back-me,40
back-minutes,40
back-my,2
back-next,40
back-no,40
back-now,40
back-number,40
back-of,21
back-on,19
back-one,2
back-only,40
back-onto,40
back-or,40
back-order,40
back-out,23
back-panel,40
back-plus,40
back-porch,40
back-queue,40
back-repaired,40
back-replacement,40
back-right,15
back-saying,40
back-says,40
back-seam,40
back-several,40
back-side,40
back-since,40
back-so,2
back-someplace,40
back-thank,40
back-that,40
back-the,15
back-then,40
back-there,40
back-through,40
back-to,15
back-together,40
back-tomorrow,40
back-towards,40
back-trying,40
back-turn,40
back-up,27
back-vent,40
back-wall,2
back-walls,40
back-warped,40
back-was,40
back-way,40
back-we,2
back-when,2
back-where,40
back-which,40
back-while,40
back-who,40
back-will,40
back-with,40
back-within,40
back-would,40
back-you,2
backed-by,40
background-noise,40
background-to,40
backlight-on,40
backlight-or,40
backlight-would,40
backlighting-for,40
backlighting-or,40
backlit-according,40
backlit-and,40
backlit-buttons,40
backlit-either,40
backlit-on,40
backlit-so,40
backlite-them,40
backs-it,40
backup-and,40
backup-for,40
backup-generator,40
backup-now,40
backup-unit,40
backward-a,40
backward-constantly,40
backwards-and,2
backwards-in,40
backwards-operating,40
backwards-or,40
backwards-when,2
backwards-with,40
backyard-zapper,40
bacon-and,2
bacon-at,40
bacon-cooker,15
bacon-for,40
bacon-in,7
bacon-like,40
bacon-never,40
bacon-on,40
bacteria-and,40
bad-although,40
bad-and,12
bad-area,40
bad-as,40
bad-because,40
bad-boy,21
bad-but,40
bad-choice,2
bad-connection,40
bad-could,40
bad-customer,40
bad-design,40
bad-door,40
bad-either,40
bad-engineers,40
bad-enough,40
bad-experience,40
bad-experiences,40
bad-factory,40
bad-feelings,40
bad-flaw,40
bad-for,10
bad-if,2
bad-in,40
bad-inverter,40
bad-investment,40
bad-it,15
bad-joke,40
bad-just,40
bad-lie,40
bad-like,40
bad-little,40
bad-luck,40
bad-microwave,25
bad-move,40
bad-now,40
bad-one,40
bad-or,40
bad-periodically,40
bad-product,40
bad-quality,40
bad-relay,40
bad-review,40
bad-reviews,17
bad-smell,40
bad-so,12
bad-straight,40
bad-taste,40
bad-that,15
bad-the,10
bad-there,40
bad-these,40
bad-thing,12
bad-this,40
bad-to,40
bad-unit,40
bad-wiring,40
bad-with,40
badged-manufacturers,40
badly-after,40
badly-and,40
badly-as,40
badly-damaged,40
badly-dented,40
badly-designed,40
badly-due,40
badly-flawed,40
badly-made,40
badly-peeling,40
badly-scuffed,40
badly-when,40
baffles-me,2
bag-and,2
bag-are,40
bag-because,40
bag-caught,40
bag-completely,40
bag-even,2
bag-gets,40
bag-got,40
bag-in,40
bag-inflates,40
bag-is,2
bag-kept,40
bag-my,40
bag-of,16
bag-on,15
bag-or,40
bag-pops,40
bag-set,40
bag-size,40
bag-to,40
bag-touches,40
bag-was,40
bag-when,40
bag-will,40
bagel-or,40
bagels-and,40
bagged-buttered,40
bagged-popcorn,40
bags-and,15
bags-are,12
bags-bags,40
bags-of,10
bags-or,40
bags-oz,40
bags-to,40
bags-too,40
bags-usually,40
bags-we,40
bake-a,21
bake-function,40
bake-in,40
bake-microwave,40
bake-option,40
bake-oven,40
bake-pizza,40
bake-potatoes,40
bake-some,40
bake-something,40
bake-the,40
bake-things,40
bake-time,40
bake-times,40
bake-two,40
bake-well,40
bake-yet,40
baked-a,2
baked-and,40
baked-cookies,40
baked-dries,40
baked-enamel,40
baked-frozen,40
baked-goods,12
baked-or,40
baked-potato,7
baked-potatoes,9
baked-them,40
baked-unevenly,40
baker-and,40
bakers-rack,40
bakes-well,40
bakeware-from,40
bakeware-stored,40
baking-a,2
baking-and,40
baking-cookies,40
baking-dish,2
baking-function,40
baking-in,40
baking-it,40
baking-muffins,40
baking-occasionally,40
baking-option,40
baking-or,40
baking-pans,40
baking-pot,40
baking-potatoes,40
baking-removable,40
baking-small,40
baking-so,40
baking-soda,40
baking-something,40
baking-was,40
baking-with,2
baking-without,40
balance-after,40
balance-and,40
balance-cooking,40
balance-food,40
balance-it,40
balance-of,40
ball-bat,40
ball-of,40
ball-on,40
band-acting,40
band-and,40
bang-for,23
bang-the,40
banged-up,10
banging-like,40
banging-noise,40
banging-pots,40
banging-sound,40
bangs-around,40
bank-account,2
bank-after,40
bank-in,40
bank-when,40
bar-and,40
bar-codes,40
bar-in,40
bare-along,40
bare-bones,40
bare-metal,40
bare-minimum,40
barely-a,15
barely-any,40
barely-be,40
barely-clears,40
barely-crisp,40
barely-edible,40
barely-enough,40
barely-even,40
barely-fit,40
barely-fits,7
barely-functional,40
barely-had,40
barely-hear,2
barely-heat,40
barely-heats,40
barely-hummed,40
barely-lasteed,40
barely-lukewarm,40
barely-made,40
barely-microwaved,40
barely-noticeable,40
barely-outlive,40
barely-over,40
barely-owned,40
barely-respond,40
barely-see,40
barely-thaws,40
barely-use,10
barely-used,40
barely-warm,40
barely-warms,21
barely-work,40
barely-working,2
bargain-and,40
bargain-at,40
bargain-in,40
bargain-priced,40
bargain-that,40
barley-heats,40
bars-and,2
base-and,40
base-is,40
base-issue,40
base-of,40
base-this,40
base-underneath,40
base-unit,40
base-will,40
based-cooking,40
based-on,12
based-than,40
basement-and,40
basement-apartment,40
basement-breaker,40
basement-dining,40
basement-kitchenette,40
basement-office,40
basement-or,40
basement-recreation,40
basement-to,12
basement-we,40
bases-this,40
bashed-in,40
basic-a,40
basic-and,40
basic-but,19
basic-compact,40
basic-cooking,40
basic-countertop,40
basic-duty,40
basic-feature,40
